"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client2",,,,"User:","vagrant"
"Cmdline:","dstat -tcmnps --output /home/Client/notImproved/client2Stat.csv",,,,"Date:","28 Dec 2020 22:23:37 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"procs",,,"swap",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send","run","blk","new","used","free"
28-12 22:23:37,0.550,0.359,99.019,0.021,0.001,0.050,154275840.0,26492928.0,602828800.0,258367488.0,0.0,0.0,0.0,0.0,3.863,0.0,0.0
28-12 22:23:38,72.821,4.103,22.564,0.0,0.0,0.513,154415104.0,26492928.0,602869760.0,258187264.0,13254.0,11494.0,0.0,0.0,10.0,0.0,0.0
28-12 22:23:39,0.0,0.0,100.0,0.0,0.0,0.0,154415104.0,26492928.0,602836992.0,258220032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:40,0.0,0.0,100.0,0.0,0.0,0.0,154390528.0,26492928.0,602836992.0,258244608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:41,0.0,0.0,100.0,0.0,0.0,0.0,154390528.0,26492928.0,602836992.0,258244608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:42,0.0,0.0,100.0,0.0,0.0,0.0,154390528.0,26492928.0,602836992.0,258244608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:43,12.563,1.005,86.432,0.0,0.0,0.0,154058752.0,26501120.0,602796032.0,258609152.0,1230.0,2510.0,0.0,0.0,11.0,0.0,0.0
28-12 22:23:44,0.0,0.0,100.0,0.0,0.0,0.0,154009600.0,26501120.0,602836992.0,258617344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:45,0.0,0.0,100.0,0.0,0.0,0.0,154009600.0,26501120.0,602836992.0,258617344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:46,0.0,0.0,100.0,0.0,0.0,0.0,154009600.0,26501120.0,602836992.0,258617344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:47,0.0,0.0,100.0,0.0,0.0,0.0,154009600.0,26501120.0,602836992.0,258617344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:48,0.0,0.0,100.0,0.0,0.0,0.0,154001408.0,26509312.0,602828800.0,258625536.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:49,0.0,0.0,100.0,0.0,0.0,0.0,153993216.0,26509312.0,602836992.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:50,0.0,0.0,100.0,0.0,0.0,0.0,153993216.0,26509312.0,602836992.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:51,0.0,0.0,100.0,0.0,0.0,0.0,153993216.0,26509312.0,602836992.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:52,0.0,0.0,100.0,0.0,0.0,0.0,153993216.0,26509312.0,602836992.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:53,0.0,0.0,100.0,0.0,0.0,0.0,153989120.0,26513408.0,602836992.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:54,0.0,0.0,100.0,0.0,0.0,0.0,153989120.0,26513408.0,602836992.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:55,0.0,0.0,100.0,0.0,0.0,0.0,153989120.0,26513408.0,602836992.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:56,0.0,0.0,100.0,0.0,0.0,0.0,153989120.0,26513408.0,602836992.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:57,0.0,0.0,100.0,0.0,0.0,0.0,153989120.0,26513408.0,602836992.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:58,0.0,0.0,100.0,0.0,0.0,0.0,153989120.0,26517504.0,602832896.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:59,0.0,0.0,100.0,0.0,0.0,0.0,153985024.0,26517504.0,602836992.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:00,0.0,0.0,100.0,0.0,0.0,0.0,153985024.0,26517504.0,602836992.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:01,0.0,0.0,100.0,0.0,0.0,0.0,153985024.0,26517504.0,602836992.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:02,0.0,0.0,100.0,0.0,0.0,0.0,153985024.0,26517504.0,602836992.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:03,0.0,0.0,100.0,0.0,0.0,0.0,153985024.0,26521600.0,602832896.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:04,0.0,0.0,100.0,0.0,0.0,0.0,153980928.0,26521600.0,602836992.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:05,0.0,0.500,99.500,0.0,0.0,0.0,153980928.0,26521600.0,602836992.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:06,0.500,0.0,99.500,0.0,0.0,0.0,153980928.0,26521600.0,602836992.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:07,0.0,0.0,100.0,0.0,0.0,0.0,153980928.0,26521600.0,602836992.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:08,0.0,0.0,99.502,0.498,0.0,0.0,153980928.0,26529792.0,602828800.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:09,0.0,0.0,100.0,0.0,0.0,0.0,153972736.0,26529792.0,602836992.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:10,0.0,0.0,100.0,0.0,0.0,0.0,153972736.0,26529792.0,602836992.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:11,0.0,0.0,100.0,0.0,0.0,0.0,153972736.0,26529792.0,602836992.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:12,0.0,0.0,100.0,0.0,0.0,0.0,153972736.0,26529792.0,602836992.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:13,0.0,0.0,100.0,0.0,0.0,0.0,153972736.0,26537984.0,602828800.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:14,0.0,0.0,100.0,0.0,0.0,0.0,153960448.0,26537984.0,602841088.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:15,0.0,0.0,100.0,0.0,0.0,0.0,153960448.0,26537984.0,602841088.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:16,0.0,0.0,100.0,0.0,0.0,0.0,153960448.0,26537984.0,602841088.0,258625536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:17,12.626,0.0,87.374,0.0,0.0,0.0,173195264.0,26537984.0,602873856.0,239357952.0,442.0,538.0,0.0,0.0,12.0,0.0,0.0
28-12 22:24:18,0.0,0.503,99.497,0.0,0.0,0.0,179757056.0,26546176.0,602873856.0,232787968.0,66.0,96.0,0.0,0.0,2.0,0.0,0.0
28-12 22:24:19,0.503,0.0,99.497,0.0,0.0,0.0,179691520.0,26546176.0,602873856.0,232853504.0,6334.0,7206.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:20,0.0,0.0,100.0,0.0,0.0,0.0,179691520.0,26546176.0,602873856.0,232853504.0,1168.0,1407.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:21,0.0,0.0,100.0,0.0,0.0,0.0,179691520.0,26546176.0,602873856.0,232853504.0,640.0,825.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:22,0.503,0.0,99.497,0.0,0.0,0.0,179724288.0,26546176.0,602873856.0,232820736.0,3929.0,5314.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:23,0.0,0.0,100.0,0.0,0.0,0.0,179716096.0,26554368.0,602873856.0,232820736.0,1882.0,2310.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:24,0.521,0.0,98.958,0.0,0.0,0.521,179716096.0,26554368.0,602873856.0,232820736.0,640.0,812.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:25,0.0,0.0,100.0,0.0,0.0,0.0,179716096.0,26554368.0,602873856.0,232820736.0,640.0,820.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:26,4.040,2.525,92.929,0.0,0.0,0.505,181248000.0,26554368.0,602873856.0,231288832.0,84332.0,100675.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:27,0.500,0.0,99.500,0.0,0.0,0.0,181207040.0,26554368.0,602873856.0,231329792.0,386.0,496.0,0.0,0.0,0.0,0.0,0.0
